"source","id","Title","taxon","file","author","post_date","size","size_raw","type","NonSpecimen","Date","Time","Duration"
"unp","ewb-askham-site1-20220717_195000","ewb-askham-site1 2022-07-17 1950","","ewb-askham-site1/20220717_195000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","1950","60"
"unp","ewb-askham-site1-20220717_200000","ewb-askham-site1 2022-07-17 2000","","ewb-askham-site1/20220717_200000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2000","60"
"unp","ewb-askham-site1-20220717_201000","ewb-askham-site1 2022-07-17 2010","","ewb-askham-site1/20220717_201000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2010","60"
"unp","ewb-askham-site1-20220717_202000","ewb-askham-site1 2022-07-17 2020","","ewb-askham-site1/20220717_202000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2020","60"
"unp","ewb-askham-site1-20220717_203000","ewb-askham-site1 2022-07-17 2030","","ewb-askham-site1/20220717_203000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2030","60"
"unp","ewb-askham-site1-20220717_204000","ewb-askham-site1 2022-07-17 2040","","ewb-askham-site1/20220717_204000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2040","60"
"unp","ewb-askham-site1-20220717_205000","ewb-askham-site1 2022-07-17 2050","","ewb-askham-site1/20220717_205000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2050","60"
"unp","ewb-askham-site1-20220717_210000","ewb-askham-site1 2022-07-17 2100","","ewb-askham-site1/20220717_210000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2100","60"
"unp","ewb-askham-site1-20220717_211000","ewb-askham-site1 2022-07-17 2110","","ewb-askham-site1/20220717_211000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2110","60"
"unp","ewb-askham-site1-20220717_212000","ewb-askham-site1 2022-07-17 2120","","ewb-askham-site1/20220717_212000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2120","60"
"unp","ewb-askham-site1-20220717_213000","ewb-askham-site1 2022-07-17 2130","","ewb-askham-site1/20220717_213000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2130","60"
"unp","ewb-askham-site1-20220717_214000","ewb-askham-site1 2022-07-17 2140","","ewb-askham-site1/20220717_214000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2140","60"
"unp","ewb-askham-site1-20220717_215000","ewb-askham-site1 2022-07-17 2150","","ewb-askham-site1/20220717_215000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2150","60"
"unp","ewb-askham-site1-20220717_220000","ewb-askham-site1 2022-07-17 2200","","ewb-askham-site1/20220717_220000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2200","60"
"unp","ewb-askham-site1-20220717_221000","ewb-askham-site1 2022-07-17 2210","","ewb-askham-site1/20220717_221000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2210","60"
"unp","ewb-askham-site1-20220717_222000","ewb-askham-site1 2022-07-17 2220","","ewb-askham-site1/20220717_222000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2220","60"
"unp","ewb-askham-site1-20220717_223000","ewb-askham-site1 2022-07-17 2230","","ewb-askham-site1/20220717_223000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2230","60"
"unp","ewb-askham-site1-20220717_224000","ewb-askham-site1 2022-07-17 2240","","ewb-askham-site1/20220717_224000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2240","60"
"unp","ewb-askham-site1-20220717_225000","ewb-askham-site1 2022-07-17 2250","","ewb-askham-site1/20220717_225000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2250","60"
"unp","ewb-askham-site1-20220717_230000","ewb-askham-site1 2022-07-17 2300","","ewb-askham-site1/20220717_230000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2300","60"
"unp","ewb-askham-site1-20220717_231000","ewb-askham-site1 2022-07-17 2310","","ewb-askham-site1/20220717_231000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2310","60"
"unp","ewb-askham-site1-20220717_232000","ewb-askham-site1 2022-07-17 2320","","ewb-askham-site1/20220717_232000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2320","60"
"unp","ewb-askham-site1-20220717_233000","ewb-askham-site1 2022-07-17 2330","","ewb-askham-site1/20220717_233000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2330","60"
"unp","ewb-askham-site1-20220717_234000","ewb-askham-site1 2022-07-17 2340","","ewb-askham-site1/20220717_234000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2340","60"
"unp","ewb-askham-site1-20220717_235000","ewb-askham-site1 2022-07-17 2350","","ewb-askham-site1/20220717_235000.WAV","Urban Nature Project @ NHM","2022-07-17","",NA,"audio/x-wave","Soundscape","2022-07-17","2350","60"
"unp","ewb-askham-site1-20220718_000000","ewb-askham-site1 2022-07-18 0000","","ewb-askham-site1/20220718_000000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0000","60"
"unp","ewb-askham-site1-20220718_001000","ewb-askham-site1 2022-07-18 0010","","ewb-askham-site1/20220718_001000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0010","60"
"unp","ewb-askham-site1-20220718_002000","ewb-askham-site1 2022-07-18 0020","","ewb-askham-site1/20220718_002000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0020","60"
"unp","ewb-askham-site1-20220718_003000","ewb-askham-site1 2022-07-18 0030","","ewb-askham-site1/20220718_003000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0030","60"
"unp","ewb-askham-site1-20220718_004000","ewb-askham-site1 2022-07-18 0040","","ewb-askham-site1/20220718_004000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0040","60"
"unp","ewb-askham-site1-20220718_005000","ewb-askham-site1 2022-07-18 0050","","ewb-askham-site1/20220718_005000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0050","60"
"unp","ewb-askham-site1-20220718_010000","ewb-askham-site1 2022-07-18 0100","","ewb-askham-site1/20220718_010000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0100","60"
"unp","ewb-askham-site1-20220718_011000","ewb-askham-site1 2022-07-18 0110","","ewb-askham-site1/20220718_011000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0110","60"
"unp","ewb-askham-site1-20220718_012000","ewb-askham-site1 2022-07-18 0120","","ewb-askham-site1/20220718_012000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0120","60"
"unp","ewb-askham-site1-20220718_013000","ewb-askham-site1 2022-07-18 0130","","ewb-askham-site1/20220718_013000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0130","60"
"unp","ewb-askham-site1-20220718_014000","ewb-askham-site1 2022-07-18 0140","","ewb-askham-site1/20220718_014000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0140","60"
"unp","ewb-askham-site1-20220718_015000","ewb-askham-site1 2022-07-18 0150","","ewb-askham-site1/20220718_015000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0150","60"
"unp","ewb-askham-site1-20220718_020000","ewb-askham-site1 2022-07-18 0200","","ewb-askham-site1/20220718_020000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0200","60"
"unp","ewb-askham-site1-20220718_021000","ewb-askham-site1 2022-07-18 0210","","ewb-askham-site1/20220718_021000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0210","60"
"unp","ewb-askham-site1-20220718_022000","ewb-askham-site1 2022-07-18 0220","","ewb-askham-site1/20220718_022000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0220","60"
"unp","ewb-askham-site1-20220718_023000","ewb-askham-site1 2022-07-18 0230","","ewb-askham-site1/20220718_023000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0230","60"
"unp","ewb-askham-site1-20220718_024000","ewb-askham-site1 2022-07-18 0240","","ewb-askham-site1/20220718_024000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0240","60"
"unp","ewb-askham-site1-20220718_025000","ewb-askham-site1 2022-07-18 0250","","ewb-askham-site1/20220718_025000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0250","60"
"unp","ewb-askham-site1-20220718_030000","ewb-askham-site1 2022-07-18 0300","","ewb-askham-site1/20220718_030000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0300","60"
"unp","ewb-askham-site1-20220718_031000","ewb-askham-site1 2022-07-18 0310","","ewb-askham-site1/20220718_031000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0310","60"
"unp","ewb-askham-site1-20220718_032000","ewb-askham-site1 2022-07-18 0320","","ewb-askham-site1/20220718_032000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0320","60"
"unp","ewb-askham-site1-20220718_033000","ewb-askham-site1 2022-07-18 0330","","ewb-askham-site1/20220718_033000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0330","60"
"unp","ewb-askham-site1-20220718_034000","ewb-askham-site1 2022-07-18 0340","","ewb-askham-site1/20220718_034000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0340","60"
"unp","ewb-askham-site1-20220718_035000","ewb-askham-site1 2022-07-18 0350","","ewb-askham-site1/20220718_035000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0350","60"
"unp","ewb-askham-site1-20220718_040000","ewb-askham-site1 2022-07-18 0400","","ewb-askham-site1/20220718_040000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0400","60"
"unp","ewb-askham-site1-20220718_041000","ewb-askham-site1 2022-07-18 0410","","ewb-askham-site1/20220718_041000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0410","60"
"unp","ewb-askham-site1-20220718_042000","ewb-askham-site1 2022-07-18 0420","","ewb-askham-site1/20220718_042000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0420","60"
"unp","ewb-askham-site1-20220718_043000","ewb-askham-site1 2022-07-18 0430","","ewb-askham-site1/20220718_043000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0430","60"
"unp","ewb-askham-site1-20220718_044000","ewb-askham-site1 2022-07-18 0440","","ewb-askham-site1/20220718_044000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0440","60"
"unp","ewb-askham-site1-20220718_045000","ewb-askham-site1 2022-07-18 0450","","ewb-askham-site1/20220718_045000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0450","60"
"unp","ewb-askham-site1-20220718_050000","ewb-askham-site1 2022-07-18 0500","","ewb-askham-site1/20220718_050000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0500","60"
"unp","ewb-askham-site1-20220718_051000","ewb-askham-site1 2022-07-18 0510","","ewb-askham-site1/20220718_051000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0510","60"
"unp","ewb-askham-site1-20220718_052000","ewb-askham-site1 2022-07-18 0520","","ewb-askham-site1/20220718_052000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0520","60"
"unp","ewb-askham-site1-20220718_053000","ewb-askham-site1 2022-07-18 0530","","ewb-askham-site1/20220718_053000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0530","60"
"unp","ewb-askham-site1-20220718_054000","ewb-askham-site1 2022-07-18 0540","","ewb-askham-site1/20220718_054000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0540","60"
"unp","ewb-askham-site1-20220718_055000","ewb-askham-site1 2022-07-18 0550","","ewb-askham-site1/20220718_055000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0550","60"
"unp","ewb-askham-site1-20220718_060000","ewb-askham-site1 2022-07-18 0600","","ewb-askham-site1/20220718_060000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0600","60"
"unp","ewb-askham-site1-20220718_061000","ewb-askham-site1 2022-07-18 0610","","ewb-askham-site1/20220718_061000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0610","60"
"unp","ewb-askham-site1-20220718_062000","ewb-askham-site1 2022-07-18 0620","","ewb-askham-site1/20220718_062000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0620","60"
"unp","ewb-askham-site1-20220718_063000","ewb-askham-site1 2022-07-18 0630","","ewb-askham-site1/20220718_063000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0630","60"
"unp","ewb-askham-site1-20220718_064000","ewb-askham-site1 2022-07-18 0640","","ewb-askham-site1/20220718_064000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0640","60"
"unp","ewb-askham-site1-20220718_065000","ewb-askham-site1 2022-07-18 0650","","ewb-askham-site1/20220718_065000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0650","60"
"unp","ewb-askham-site1-20220718_070000","ewb-askham-site1 2022-07-18 0700","","ewb-askham-site1/20220718_070000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0700","60"
"unp","ewb-askham-site1-20220718_071000","ewb-askham-site1 2022-07-18 0710","","ewb-askham-site1/20220718_071000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0710","60"
"unp","ewb-askham-site1-20220718_072000","ewb-askham-site1 2022-07-18 0720","","ewb-askham-site1/20220718_072000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0720","60"
"unp","ewb-askham-site1-20220718_073000","ewb-askham-site1 2022-07-18 0730","","ewb-askham-site1/20220718_073000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0730","60"
"unp","ewb-askham-site1-20220718_074000","ewb-askham-site1 2022-07-18 0740","","ewb-askham-site1/20220718_074000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0740","60"
"unp","ewb-askham-site1-20220718_075000","ewb-askham-site1 2022-07-18 0750","","ewb-askham-site1/20220718_075000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0750","60"
"unp","ewb-askham-site1-20220718_080000","ewb-askham-site1 2022-07-18 0800","","ewb-askham-site1/20220718_080000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0800","60"
"unp","ewb-askham-site1-20220718_081000","ewb-askham-site1 2022-07-18 0810","","ewb-askham-site1/20220718_081000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0810","60"
"unp","ewb-askham-site1-20220718_082000","ewb-askham-site1 2022-07-18 0820","","ewb-askham-site1/20220718_082000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0820","60"
"unp","ewb-askham-site1-20220718_083000","ewb-askham-site1 2022-07-18 0830","","ewb-askham-site1/20220718_083000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0830","60"
"unp","ewb-askham-site1-20220718_084000","ewb-askham-site1 2022-07-18 0840","","ewb-askham-site1/20220718_084000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0840","60"
"unp","ewb-askham-site1-20220718_085000","ewb-askham-site1 2022-07-18 0850","","ewb-askham-site1/20220718_085000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0850","60"
"unp","ewb-askham-site1-20220718_090000","ewb-askham-site1 2022-07-18 0900","","ewb-askham-site1/20220718_090000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0900","60"
"unp","ewb-askham-site1-20220718_091000","ewb-askham-site1 2022-07-18 0910","","ewb-askham-site1/20220718_091000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0910","60"
"unp","ewb-askham-site1-20220718_092000","ewb-askham-site1 2022-07-18 0920","","ewb-askham-site1/20220718_092000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","0920","60"
"unp","ewb-askham-site1-20220718_164000","ewb-askham-site1 2022-07-18 1640","","ewb-askham-site1/20220718_164000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1640","60"
"unp","ewb-askham-site1-20220718_165000","ewb-askham-site1 2022-07-18 1650","","ewb-askham-site1/20220718_165000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1650","60"
"unp","ewb-askham-site1-20220718_170000","ewb-askham-site1 2022-07-18 1700","","ewb-askham-site1/20220718_170000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1700","60"
"unp","ewb-askham-site1-20220718_171000","ewb-askham-site1 2022-07-18 1710","","ewb-askham-site1/20220718_171000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1710","60"
"unp","ewb-askham-site1-20220718_172000","ewb-askham-site1 2022-07-18 1720","","ewb-askham-site1/20220718_172000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1720","60"
"unp","ewb-askham-site1-20220718_173000","ewb-askham-site1 2022-07-18 1730","","ewb-askham-site1/20220718_173000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1730","60"
"unp","ewb-askham-site1-20220718_174000","ewb-askham-site1 2022-07-18 1740","","ewb-askham-site1/20220718_174000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1740","60"
"unp","ewb-askham-site1-20220718_180000","ewb-askham-site1 2022-07-18 1800","","ewb-askham-site1/20220718_180000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1800","60"
"unp","ewb-askham-site1-20220718_181000","ewb-askham-site1 2022-07-18 1810","","ewb-askham-site1/20220718_181000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1810","60"
"unp","ewb-askham-site1-20220718_183000","ewb-askham-site1 2022-07-18 1830","","ewb-askham-site1/20220718_183000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1830","60"
"unp","ewb-askham-site1-20220718_184000","ewb-askham-site1 2022-07-18 1840","","ewb-askham-site1/20220718_184000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1840","60"
"unp","ewb-askham-site1-20220718_185000","ewb-askham-site1 2022-07-18 1850","","ewb-askham-site1/20220718_185000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1850","60"
"unp","ewb-askham-site1-20220718_190000","ewb-askham-site1 2022-07-18 1900","","ewb-askham-site1/20220718_190000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1900","60"
"unp","ewb-askham-site1-20220718_191000","ewb-askham-site1 2022-07-18 1910","","ewb-askham-site1/20220718_191000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1910","60"
"unp","ewb-askham-site1-20220718_192000","ewb-askham-site1 2022-07-18 1920","","ewb-askham-site1/20220718_192000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1920","60"
"unp","ewb-askham-site1-20220718_193000","ewb-askham-site1 2022-07-18 1930","","ewb-askham-site1/20220718_193000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1930","60"
"unp","ewb-askham-site1-20220718_194000","ewb-askham-site1 2022-07-18 1940","","ewb-askham-site1/20220718_194000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1940","60"
"unp","ewb-askham-site1-20220718_195000","ewb-askham-site1 2022-07-18 1950","","ewb-askham-site1/20220718_195000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","1950","60"
"unp","ewb-askham-site1-20220718_200000","ewb-askham-site1 2022-07-18 2000","","ewb-askham-site1/20220718_200000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2000","60"
"unp","ewb-askham-site1-20220718_201000","ewb-askham-site1 2022-07-18 2010","","ewb-askham-site1/20220718_201000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2010","60"
"unp","ewb-askham-site1-20220718_202000","ewb-askham-site1 2022-07-18 2020","","ewb-askham-site1/20220718_202000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2020","60"
"unp","ewb-askham-site1-20220718_203000","ewb-askham-site1 2022-07-18 2030","","ewb-askham-site1/20220718_203000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2030","60"
"unp","ewb-askham-site1-20220718_204000","ewb-askham-site1 2022-07-18 2040","","ewb-askham-site1/20220718_204000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2040","60"
"unp","ewb-askham-site1-20220718_205000","ewb-askham-site1 2022-07-18 2050","","ewb-askham-site1/20220718_205000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2050","60"
"unp","ewb-askham-site1-20220718_210000","ewb-askham-site1 2022-07-18 2100","","ewb-askham-site1/20220718_210000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2100","60"
"unp","ewb-askham-site1-20220718_211000","ewb-askham-site1 2022-07-18 2110","","ewb-askham-site1/20220718_211000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2110","60"
"unp","ewb-askham-site1-20220718_212000","ewb-askham-site1 2022-07-18 2120","","ewb-askham-site1/20220718_212000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2120","60"
"unp","ewb-askham-site1-20220718_213000","ewb-askham-site1 2022-07-18 2130","","ewb-askham-site1/20220718_213000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2130","60"
"unp","ewb-askham-site1-20220718_214000","ewb-askham-site1 2022-07-18 2140","","ewb-askham-site1/20220718_214000.WAV","Urban Nature Project @ NHM","2022-07-18","",NA,"audio/x-wave","Soundscape","2022-07-18","2140","60"
"unp","ewb-askham-site1-20220719_003000","ewb-askham-site1 2022-07-19 0030","","ewb-askham-site1/20220719_003000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0030","60"
"unp","ewb-askham-site1-20220719_004000","ewb-askham-site1 2022-07-19 0040","","ewb-askham-site1/20220719_004000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0040","60"
"unp","ewb-askham-site1-20220719_005000","ewb-askham-site1 2022-07-19 0050","","ewb-askham-site1/20220719_005000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0050","60"
"unp","ewb-askham-site1-20220719_010000","ewb-askham-site1 2022-07-19 0100","","ewb-askham-site1/20220719_010000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0100","60"
"unp","ewb-askham-site1-20220719_011000","ewb-askham-site1 2022-07-19 0110","","ewb-askham-site1/20220719_011000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0110","60"
"unp","ewb-askham-site1-20220719_012000","ewb-askham-site1 2022-07-19 0120","","ewb-askham-site1/20220719_012000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0120","60"
"unp","ewb-askham-site1-20220719_013000","ewb-askham-site1 2022-07-19 0130","","ewb-askham-site1/20220719_013000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0130","60"
"unp","ewb-askham-site1-20220719_014000","ewb-askham-site1 2022-07-19 0140","","ewb-askham-site1/20220719_014000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0140","60"
"unp","ewb-askham-site1-20220719_015000","ewb-askham-site1 2022-07-19 0150","","ewb-askham-site1/20220719_015000.WAV","Urban Nature Project @ NHM","2022-07-19","",NA,"audio/x-wave","Soundscape","2022-07-19","0150","60"
